1.000000000000000000e+00,2.000000000000000000e+00,4.806533427989264085e-01
1.000000000000000000e+00,3.000000000000000000e+00,1.978777606291876878e-01
2.000000000000000000e+00,4.000000000000000000e+00,1.464085920798205431e-01
1.000000000000000000e+00,5.000000000000000000e+00,2.031361023775168917e-01
4.000000000000000000e+00,6.000000000000000000e+00,3.921200355415204730e-01
4.000000000000000000e+00,7.000000000000000000e+00,1.601782004710307072e-01
5.000000000000000000e+00,8.000000000000000000e+00,2.162684622825092329e-01
6.000000000000000000e+00,9.000000000000000000e+00,6.224731326104088885e-02
6.000000000000000000e+00,1.000000000000000000e+01,3.569869302934534083e-01
3.000000000000000000e+00,1.100000000000000000e+01,4.075388710988506191e-02
1.100000000000000000e+01,1.200000000000000000e+01,8.071631450999249002e-02
6.000000000000000000e+00,1.300000000000000000e+01,1.128517577220553847e-01
3.000000000000000000e+00,1.400000000000000000e+01,1.371240130303076343e-01
4.000000000000000000e+00,1.500000000000000000e+01,3.109162670348324109e-02
5.000000000000000000e+00,1.600000000000000000e+01,8.422547033727674493e-02
2.000000000000000000e+00,1.700000000000000000e+01,3.222872995863161616e-02
1.400000000000000000e+01,1.800000000000000000e+01,1.377951625073632058e-01
1.700000000000000000e+01,1.900000000000000000e+01,4.816274888042990088e-02
1.300000000000000000e+01,2.000000000000000000e+01,1.017040548404230110e-01
1.600000000000000000e+01,2.100000000000000000e+01,3.077779994587514362e-02
9.000000000000000000e+00,2.200000000000000000e+01,1.778716224540794616e-02
2.100000000000000000e+01,2.300000000000000000e+01,1.148346170713936826e-01
2.000000000000000000e+01,2.400000000000000000e+01,5.364791445697977834e-02
1.300000000000000000e+01,2.500000000000000000e+01,1.056889442436265425e-01
1.000000000000000000e+00,2.600000000000000000e+01,2.064125614355038357e-02
2.300000000000000000e+01,2.700000000000000000e+01,2.440092933763204908e-01
1.800000000000000000e+01,2.800000000000000000e+01,1.201746245342368430e-01
2.300000000000000000e+01,2.900000000000000000e+01,2.940275183146682722e-02
2.400000000000000000e+01,3.000000000000000000e+01,9.829306588249916987e-02
2.500000000000000000e+01,3.100000000000000000e+01,1.481275295579370654e-01
2.700000000000000000e+01,3.200000000000000000e+01,1.457277021529016225e-01
3.200000000000000000e+01,3.300000000000000000e+01,4.040409995944880817e-01
3.300000000000000000e+01,3.400000000000000000e+01,1.839653635632239881e-01
2.800000000000000000e+01,3.500000000000000000e+01,5.591612845223882522e-02
1.400000000000000000e+01,3.600000000000000000e+01,5.228123870852214444e-02
3.200000000000000000e+01,3.700000000000000000e+01,1.370857760599714370e-01
7.000000000000000000e+00,3.800000000000000000e+01,9.678050166929530462e-02
8.000000000000000000e+00,3.900000000000000000e+01,6.148406763660466123e-02
1.000000000000000000e+01,4.000000000000000000e+01,4.391521477528738115e-01
4.000000000000000000e+01,4.100000000000000000e+01,4.473765012673985297e-01
4.000000000000000000e+01,4.200000000000000000e+01,1.771702201136856059e-01
4.000000000000000000e+01,4.300000000000000000e+01,2.734229540228159949e-02
1.000000000000000000e+00,4.400000000000000000e+01,3.530235788182558426e-02
3.000000000000000000e+01,4.500000000000000000e+01,3.607968116437090811e-02
3.300000000000000000e+01,4.600000000000000000e+01,8.606130146143130266e-02
4.600000000000000000e+01,4.700000000000000000e+01,4.261862192485029732e-01
3.300000000000000000e+01,4.800000000000000000e+01,8.310933222564038936e-02
3.900000000000000000e+01,4.900000000000000000e+01,1.566256961875169343e-02
4.100000000000000000e+01,5.000000000000000000e+01,1.770255293189307577e-01
