2.000000000000000000e+00,5.100000000000000000e+01,9.745490766781929326e-02
8.000000000000000000e+00,5.200000000000000000e+01,1.547513380605157821e-02
2.300000000000000000e+01,5.300000000000000000e+01,7.221964839439691530e-02
3.800000000000000000e+01,5.400000000000000000e+01,1.293357462843023054e-01
4.000000000000000000e+01,5.500000000000000000e+01,1.119751592509106025e-01
2.400000000000000000e+01,5.600000000000000000e+01,4.530557999717139961e-02
2.600000000000000000e+01,5.700000000000000000e+01,6.437047118725679196e-02
1.000000000000000000e+00,5.800000000000000000e+01,3.246104281562979532e-02
4.300000000000000000e+01,5.900000000000000000e+01,7.459546373167835753e-02
5.400000000000000000e+01,6.000000000000000000e+01,8.255263796343256799e-02
1.600000000000000000e+01,6.100000000000000000e+01,5.186479876751560331e-02
3.700000000000000000e+01,6.200000000000000000e+01,1.857025216322069280e-02
4.700000000000000000e+01,6.300000000000000000e+01,2.363568394908115988e-01
7.000000000000000000e+00,6.400000000000000000e+01,6.223152521939567111e-02
5.300000000000000000e+01,6.500000000000000000e+01,6.042017809221190278e-02
3.200000000000000000e+01,6.600000000000000000e+01,4.448564121352046458e-02
1.800000000000000000e+01,6.700000000000000000e+01,5.350575978341189781e-02
6.000000000000000000e+00,6.800000000000000000e+01,8.839287459608106967e-02
3.400000000000000000e+01,6.900000000000000000e+01,1.134010298591725668e-01
4.900000000000000000e+01,7.000000000000000000e+01,1.503571345338776226e-02
5.500000000000000000e+01,7.100000000000000000e+01,2.596887591338489787e-01
4.600000000000000000e+01,7.200000000000000000e+01,1.731311480050548857e-01
2.000000000000000000e+01,7.300000000000000000e+01,7.266790651723478711e-02
5.700000000000000000e+01,7.400000000000000000e+01,8.550264022019518628e-02
6.500000000000000000e+01,7.500000000000000000e+01,6.786423669885674470e-02
1.400000000000000000e+01,7.600000000000000000e+01,3.673486498536644024e-02
7.000000000000000000e+00,7.700000000000000000e+01,6.289449756125313484e-02
2.100000000000000000e+01,7.800000000000000000e+01,5.419065000679605670e-02
3.300000000000000000e+01,7.900000000000000000e+01,1.071801685297464335e-01
3.000000000000000000e+00,8.000000000000000000e+01,3.855452822859233714e-02
4.000000000000000000e+00,8.100000000000000000e+01,4.574469550303478238e-02
7.900000000000000000e+01,8.200000000000000000e+01,7.530535363069848498e-02
3.200000000000000000e+01,8.300000000000000000e+01,4.966882050034834850e-02
4.700000000000000000e+01,8.400000000000000000e+01,4.169013991251072776e-02
2.700000000000000000e+01,8.500000000000000000e+01,8.923811614934694381e-02
6.300000000000000000e+01,8.600000000000000000e+01,2.680575151735828943e-01
8.400000000000000000e+01,8.700000000000000000e+01,1.455741253818900738e-01
8.600000000000000000e+01,8.800000000000000000e+01,8.788220875467050996e-02
8.600000000000000000e+01,8.900000000000000000e+01,1.202291362216249548e-01
4.000000000000000000e+01,9.000000000000000000e+01,7.044329517038989963e-02
5.700000000000000000e+01,9.100000000000000000e+01,6.217614723487380202e-02
9.000000000000000000e+01,9.200000000000000000e+01,1.631515997846818833e-01
9.200000000000000000e+01,9.200000000000000000e+01,2.718709355785075762e-02
