1.000000000000000000e+00,-5.000000000000000000e-01,-5.000000000000000000e-01
2.000000000000000000e+00,-4.687970350851476398e-01,-4.405281041286985833e-01
3.000000000000000000e+00,-3.039123488879624801e-01,-4.594911242518869288e-01
4.000000000000000000e+00,-4.760511034199657043e-01,-4.384719583184769065e-01
5.000000000000000000e+00,-2.831650044237113972e-01,-4.552537185214544646e-01
6.000000000000000000e+00,-4.705870045762690634e-01,-2.887056408076928982e-01
7.000000000000000000e+00,-4.578798618001418963e-01,-4.780178265538863602e-01
8.000000000000000000e+00,-4.195026496650957060e-01,-1.552911360433210652e-01
9.000000000000000000e+00,-3.416879188059156469e-01,-3.655107548375661208e-01
1.000000000000000000e+01,-4.382683778876750313e-01,-3.416747715370427319e-01
1.100000000000000000e+01,-3.204046541623328803e-01,6.203163351311435925e-03
1.200000000000000000e+01,-2.074553890731517525e-01,-4.201088369879457662e-01
1.300000000000000000e+01,-2.342004174148984985e-01,-2.913078198070557234e-01
1.400000000000000000e+01,-1.987700242058262345e-01,-3.554534961483880595e-01
1.500000000000000000e+01,-4.195623356272789040e-01,5.210279318531829684e-02
1.600000000000000000e+01,-2.824546941418186741e-01,-3.559644692865167048e-01
1.700000000000000000e+01,-1.580306083624286040e-01,-2.578455245153616904e-01
1.800000000000000000e+01,-3.142548833584371537e-01,-3.145563694726736803e-01
1.900000000000000000e+01,-3.393759305018313466e-01,1.324836376360543078e-01
2.000000000000000000e+01,-7.356203755497592311e-02,-2.763164084459054370e-01
2.100000000000000000e+01,-3.394174195641631586e-01,-2.183931800762006770e-02
2.200000000000000000e+01,-2.466891555261866431e-01,-3.489410547733090007e-01
2.300000000000000000e+01,-4.940153701997996860e-01,-2.195653434524112990e-01
2.400000000000000000e+01,-1.290290623463389852e-01,4.606050266368311163e-02
2.500000000000000000e+01,6.136386405710581027e-02,-2.546410978174352691e-01
2.600000000000000000e+01,-1.536934830424367959e-01,-9.566529033854964670e-02
2.700000000000000000e+01,-1.980499218577527754e-01,-3.339818198629404544e-01
2.800000000000000000e+01,-2.723388648138725943e-01,-1.023037853972981193e-01
2.900000000000000000e+01,3.604564670613508159e-02,-4.152711378494637340e-01
3.000000000000000000e+01,-3.600213525697008032e-01,-4.403820260171181222e-01
3.100000000000000000e+01,1.240797397240376299e-01,-2.703254892122419206e-01
3.200000000000000000e+01,-3.015055673563962202e-01,-4.756441039572245622e-02
3.300000000000000000e+01,-4.844382596422782128e-01,-5.387140773627741019e-02
3.400000000000000000e+01,2.832249042276171469e-01,-1.826078941731500427e-01
3.500000000000000000e+01,-2.173637344137527849e-01,1.304992408715079932e-01
3.600000000000000000e+01,2.496671424258208871e-01,-2.831519485961297988e-02
3.700000000000000000e+01,-2.450675352271773355e-01,-4.725186422603501746e-01
3.800000000000000000e+01,-1.603464048109464191e-01,1.574886697045784212e-01
3.900000000000000000e+01,-4.510138264121436036e-01,2.501719801619951555e-01
4.000000000000000000e+01,-4.439298002874009219e-01,-3.708799277159178231e-01
4.100000000000000000e+01,1.836989368507746523e-01,1.564994490906890245e-01
4.200000000000000000e+01,3.284147936444632432e-01,2.850376516880870348e-02
4.300000000000000000e+01,-3.894892095340956040e-01,4.094006150674678324e-03
4.400000000000000000e+01,1.941454163632451158e-01,2.165430444692197920e-01
4.500000000000000000e+01,-4.047307687846933844e-01,2.962308993400764034e-01
4.600000000000000000e+01,-3.609042156934239576e-01,2.148796072039311778e-01
4.700000000000000000e+01,1.405796926608813280e-01,2.761063691986007651e-01
4.800000000000000000e+01,-1.917879242265613238e-01,8.990034586141160133e-02
4.900000000000000000e+01,-4.941609351584986820e-01,3.785724172470517068e-02
